datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Total_Sales,High_Demand,Weekday_Encoded
2014-09-01,3.34,1.715,1.0,15.5,15.0,0.0,0.0,5.5,2014,9,Monday,42.055,0,1
2014-09-02,2.34,4.68,5.2,20.14,7.0,0.0,2.0,3.0,2014,9,Tuesday,44.36,0,2
2014-09-03,7.0,6.34,4.0,22.18,12.0,0.0,2.0,3.0,2014,9,Wednesday,56.52,0,3
2014-09-04,5.68,5.34,3.0,17.6,21.0,1.0,0.0,1.0,2014,9,Thursday,54.620000000000005,0,4
2014-09-05,4.0,0.779,3.0,15.6,15.0,2.0,0.0,2.0,2014,9,Friday,42.379,0,5
2014-09-06,5.34,5.0,2.4,15.7,30.0,2.0,5.0,3.1,2014,9,Saturday,68.53999999999999,1,6
2014-09-07,2.0,5.515,5.0,7.0,9.0,0.0,0.0,1.0,2014,9,Sunday,29.515,0,0
2014-09-08,1.0,5.36,3.5,20.8,15.0,0.0,1.0,4.0,2014,9,Monday,50.66,0,1
2014-09-09,6.34,2.34,4.0,29.2,17.0,0.0,2.0,1.2,2014,9,Tuesday,62.08,1,2
2014-09-10,4.34,3.34,3.5,37.8,12.0,0.0,0.0,1.0,2014,9,Wednesday,61.98,1,3
2014-09-11,0.0,1.34,4.0,32.2,15.0,0.0,10.0,0.0,2014,9,Thursday,62.540000000000006,1,4
2014-09-12,2.68,2.67,1.0,20.0,19.0,0.0,8.0,1.0,2014,9,Friday,54.35,0,5
2014-09-13,3.0,5.36,4.4,56.85,20.0,0.0,1.0,3.0,2014,9,Saturday,93.61,1,6
2014-09-14,1.34,2.0,2.0,19.5,6.0,0.0,6.0,0.0,2014,9,Sunday,36.84,0,0
2014-09-15,1.34,3.0,5.4,28.2,9.0,0.0,1.0,0.0,2014,9,Monday,47.94,0,1
2014-09-16,4.0,2.68,0.0,59.3,13.0,0.0,0.0,0.0,2014,9,Tuesday,78.97999999999999,1,2
2014-09-17,2.34,6.0,4.0,39.6,11.0,2.0,19.0,4.0,2014,9,Wednesday,87.94,1,3
2014-09-18,3.0,2.02,1.0,44.0,7.0,0.0,0.0,1.0,2014,9,Thursday,58.02,0,4
2014-09-19,2.0,4.34,7.8,23.0,8.0,0.0,22.0,0.0,2014,9,Friday,67.14,1,5
2014-09-20,4.34,1.855,4.5,20.6,14.0,1.0,2.0,0.0,2014,9,Saturday,48.295,0,6
2014-09-21,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,2014,9,Sunday,32.42,0,0
2014-09-22,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,2014,9,Monday,60.040000000000006,1,1
2014-09-23,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,2014,9,Tuesday,50.84,0,2
2014-09-24,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,2014,9,Wednesday,49.44,0,3
2014-09-25,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,2014,9,Thursday,90.37,1,4
2014-09-26,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,2014,9,Friday,74.18,1,5
2014-09-27,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,2014,9,Saturday,80.3,1,6
2014-09-28,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,2014,9,Sunday,33.22,0,0
2014-09-29,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,2014,9,Monday,68.78,1,1
2014-09-30,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,2014,9,Tuesday,116.64,1,2
2014-10-01,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,2014,10,Wednesday,76.74000000000001,1,3
2014-10-02,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,2014,10,Thursday,49.89,0,4
2014-10-03,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,2014,10,Friday,80.71000000000001,1,5
2014-10-04,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,2014,10,Saturday,108.346,1,6
2014-10-05,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,2014,10,Sunday,31.34,0,0
2014-10-06,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,2014,10,Monday,93.98,1,1
2014-10-07,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,2014,10,Tuesday,74.24000000000001,1,2
2014-10-08,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,2014,10,Wednesday,85.68,1,3
2014-10-09,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,2014,10,Thursday,76.89,1,4
2014-10-10,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,2014,10,Friday,78.32,1,5
2014-10-11,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,2014,10,Saturday,67.92,1,6
2014-10-12,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,2014,10,Sunday,41.33,0,0
2014-10-13,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,2014,10,Monday,57.78,0,1
2014-10-14,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,2014,10,Tuesday,63.010000000000005,1,2
2014-10-15,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,2014,10,Wednesday,55.88,0,3
2014-10-16,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,2014,10,Thursday,89.0196875,1,4
2014-10-17,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,2014,10,Friday,77.74000000000001,1,5
2014-10-18,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,2014,10,Saturday,65.9,1,6
2014-10-19,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,2014,10,Sunday,38.23,0,0
2014-10-20,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,2014,10,Monday,79.7,1,1
2014-10-21,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,2014,10,Tuesday,59.38,1,2
2014-10-22,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,2014,10,Wednesday,38.83,0,3
2014-10-23,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,2014,10,Thursday,45.870000000000005,0,4
2014-10-24,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,2014,10,Friday,86.03999999999999,1,5
2014-10-25,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,2014,10,Saturday,67.47,1,6
2014-10-26,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,2014,10,Sunday,44.34,0,0
2014-10-27,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,2014,10,Monday,63.19,1,1
2014-10-28,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,2014,10,Tuesday,82.88,1,2
2014-10-29,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,2014,10,Wednesday,103.6,1,3
2014-10-30,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,2014,10,Thursday,40.3,0,4
2014-10-31,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,2014,10,Friday,57.45,0,5
2014-11-01,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,2014,11,Saturday,81.97,1,6
2014-11-02,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,2014,11,Sunday,11.5,0,0
2014-11-03,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,2014,11,Monday,65.13,1,1
2014-11-04,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,2014,11,Tuesday,55.03,0,2
2014-11-05,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,2014,11,Wednesday,55.68,0,3
2014-11-06,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,2014,11,Thursday,60.94,1,4
2014-11-07,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,2014,11,Friday,71.64,1,5
2014-11-08,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,2014,11,Saturday,102.62,1,6
2014-11-09,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,2014,11,Sunday,56.58,0,0
2014-11-10,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,2014,11,Monday,54.92,0,1
2014-11-11,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,2014,11,Tuesday,65.0,1,2
2014-11-12,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,2014,11,Wednesday,56.0,0,3
2014-11-13,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,2014,11,Thursday,60.400000000000006,1,4
2014-11-14,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,2014,11,Friday,66.74,1,5
2014-11-15,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,2014,11,Saturday,64.27000000000001,1,6
2014-11-16,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,2014,11,Sunday,43.28,0,0
2014-11-17,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,2014,11,Monday,76.71,1,1
2014-11-18,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,2014,11,Tuesday,41.47,0,2
2014-11-19,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,2014,11,Wednesday,78.00999999999999,1,3
2014-11-20,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,2014,11,Thursday,55.8,0,4
2014-11-21,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,2014,11,Friday,47.08,0,5
2014-11-22,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,2014,11,Saturday,60.44,1,6
2014-11-23,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,2014,11,Sunday,48.080000000000005,0,0
2014-11-24,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,2014,11,Monday,66.69999999999999,1,1
2014-11-25,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,2014,11,Tuesday,51.24,0,2
2014-11-26,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,2014,11,Wednesday,64.0,1,3
2014-11-27,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,2014,11,Thursday,51.17,0,4
2014-11-28,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,2014,11,Friday,51.32,0,5
2014-11-29,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,2014,11,Saturday,60.31,1,6
2014-11-30,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,2014,11,Sunday,46.61,0,0
2014-12-01,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,2014,12,Monday,67.75,1,1
2014-12-02,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,2014,12,Tuesday,53.82,0,2
2014-12-03,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,2014,12,Wednesday,70.13000000000001,1,3
2014-12-04,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,2014,12,Thursday,57.64,0,4
2014-12-05,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,2014,12,Friday,56.0,0,5
2014-12-06,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,2014,12,Saturday,37.42,0,6
2014-12-07,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,2014,12,Sunday,77.611,1,0
2014-12-08,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,2014,12,Monday,35.63,0,1
2014-12-09,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,2014,12,Tuesday,52.620000000000005,0,2
2014-12-10,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,2014,12,Wednesday,96.54,1,3
2014-12-11,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,2014,12,Thursday,53.97,0,4
2014-12-12,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,2014,12,Friday,75.68,1,5
2014-12-13,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,2014,12,Saturday,50.84,0,6
2014-12-14,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,2014,12,Sunday,73.74000000000001,1,0
2014-12-15,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,2014,12,Monday,84.2,1,1
2014-12-16,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,2014,12,Tuesday,67.88,1,2
2014-12-17,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,2014,12,Wednesday,65.17,1,3
2014-12-18,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,2014,12,Thursday,47.27,0,4
2014-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12,Friday,0.0,0,5
2014-12-20,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,2014,12,Saturday,49.96,0,6
2014-12-21,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,2014,12,Sunday,80.16,1,0
2014-12-22,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,2014,12,Monday,90.904,1,1
2014-12-23,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,2014,12,Tuesday,88.5,1,2
2014-12-24,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,2014,12,Wednesday,66.6,1,3
2014-12-25,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,2014,12,Thursday,70.84,1,4
2014-12-26,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,2014,12,Friday,67.03999999999999,1,5
2014-12-27,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,2014,12,Saturday,94.07,1,6
2014-12-28,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,2014,12,Sunday,125.5,1,0
2014-12-29,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,2014,12,Monday,57.99,0,1
2014-12-30,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,2014,12,Tuesday,94.43,1,2
2014-12-31,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,2014,12,Wednesday,83.58,1,3
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,Thursday,0.0,0,4
2015-01-02,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,2015,1,Friday,88.28,1,5
2015-01-03,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,2015,1,Saturday,94.91,1,6
2015-01-04,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,2015,1,Sunday,84.2,1,0
2015-01-05,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,2015,1,Monday,73.26,1,1
2015-01-06,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,2015,1,Tuesday,77.67,1,2
2015-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,Wednesday,0.0,0,3
2015-01-08,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,2015,1,Thursday,73.67699999999999,1,4
2015-01-09,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,2015,1,Friday,96.94,1,5
2015-01-10,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,2015,1,Saturday,70.464,1,6
2015-01-11,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,2015,1,Sunday,85.94,1,0
2015-01-12,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,2015,1,Monday,74.77000000000001,1,1
2015-01-13,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,2015,1,Tuesday,81.0,1,2
2015-01-14,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,2015,1,Wednesday,55.34,0,3
2015-01-15,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,2015,1,Thursday,95.92,1,4
2015-01-16,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,2015,1,Friday,85.12,1,5
2015-01-17,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,2015,1,Saturday,56.56,0,6
2015-01-18,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,2015,1,Sunday,51.24,0,0
2015-01-19,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,2015,1,Monday,75.12,1,1
2015-01-20,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,2015,1,Tuesday,78.67,1,2
2015-01-21,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,2015,1,Wednesday,63.45,1,3
2015-01-22,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,2015,1,Thursday,50.74,0,4
2015-01-23,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,2015,1,Friday,69.398,1,5
2015-01-24,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,2015,1,Saturday,120.57,1,6
2015-01-25,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,2015,1,Sunday,62.03,1,0
2015-01-26,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,2015,1,Monday,79.57,1,1
2015-01-27,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,2015,1,Tuesday,44.0,0,2
2015-01-28,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,2015,1,Wednesday,72.34,1,3
2015-01-29,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,2015,1,Thursday,76.15,1,4
2015-01-30,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,2015,1,Friday,43.568,0,5
2015-01-31,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,2015,1,Saturday,76.852,1,6
2015-02-01,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,2015,2,Sunday,63.29,1,0
2015-02-02,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,2015,2,Monday,55.0,0,1
2015-02-03,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,2015,2,Tuesday,65.73,1,2
2015-02-04,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,2015,2,Wednesday,64.21,1,3
2015-02-05,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,2015,2,Thursday,50.42,0,4
2015-02-06,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,2015,2,Friday,58.96,1,5
2015-02-07,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,2015,2,Saturday,53.5,0,6
2015-02-08,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,2015,2,Sunday,52.699,0,0
2015-02-09,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,2015,2,Monday,47.17,0,1
2015-02-10,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,2015,2,Tuesday,72.33,1,2
2015-02-11,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,2015,2,Wednesday,98.24,1,3
2015-02-12,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,2015,2,Thursday,53.82,0,4
2015-02-13,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,2015,2,Friday,81.84,1,5
2015-02-14,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,2015,2,Saturday,64.96600000000001,1,6
2015-02-15,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,2015,2,Sunday,72.31,1,0
2015-02-16,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,2015,2,Monday,64.86,1,1
2015-02-17,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,2015,2,Tuesday,64.223,1,2
2015-02-18,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,2015,2,Wednesday,56.202000000000005,0,3
2015-02-19,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,2015,2,Thursday,59.032,1,4
2015-02-20,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,2015,2,Friday,73.49000000000001,1,5
2015-02-21,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,2015,2,Saturday,82.147,1,6
2015-02-22,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,2015,2,Sunday,77.94,1,0
2015-02-23,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,2015,2,Monday,100.06,1,1
2015-02-24,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,2015,2,Tuesday,59.29,1,2
2015-02-25,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,2015,2,Wednesday,55.43,0,3
2015-02-26,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,2015,2,Thursday,61.7,1,4
2015-02-27,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,2015,2,Friday,68.803,1,5
2015-02-28,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,2015,2,Saturday,53.870000000000005,0,6
2015-03-01,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,2015,3,Sunday,56.493,0,0
2015-03-02,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,2015,3,Monday,67.55000000000001,1,1
2015-03-03,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,2015,3,Tuesday,83.13,1,2
2015-03-04,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,2015,3,Wednesday,81.5,1,3
2015-03-05,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,2015,3,Thursday,48.33,0,4
2015-03-06,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,2015,3,Friday,36.47,0,5
2015-03-07,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2015,3,Saturday,7.33,0,6
2015-03-08,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,2015,3,Sunday,79.197,1,0
2015-03-09,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,2015,3,Monday,54.7,0,1
2015-03-10,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,2015,3,Tuesday,65.4,1,2
2015-03-11,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,2015,3,Wednesday,64.2,1,3
2015-03-12,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,2015,3,Thursday,44.167,0,4
2015-03-13,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,2015,3,Friday,91.43,1,5
2015-03-14,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,2015,3,Saturday,71.09,1,6
2015-03-15,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,2015,3,Sunday,69.5,1,0
2015-03-16,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,2015,3,Monday,71.71,1,1
2015-03-17,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,2015,3,Tuesday,53.4,0,2
2015-03-18,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,2015,3,Wednesday,66.03,1,3
2015-03-19,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,2015,3,Thursday,58.83,1,4
2015-03-20,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,2015,3,Friday,69.6,1,5
2015-03-21,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,2015,3,Saturday,70.27000000000001,1,6
2015-03-22,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,2015,3,Sunday,79.21000000000001,1,0
2015-03-23,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,2015,3,Monday,48.34,0,1
2015-03-24,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,2015,3,Tuesday,60.072,1,2
2015-03-25,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,2015,3,Wednesday,62.34,1,3
2015-03-26,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,2015,3,Thursday,82.14699999999999,1,4
2015-03-27,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,2015,3,Friday,60.67,1,5
2015-03-28,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,2015,3,Saturday,65.886,1,6
2015-03-29,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,2015,3,Sunday,66.527,1,0
2015-03-30,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,2015,3,Monday,50.857,0,1
2015-03-31,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,2015,3,Tuesday,62.7,1,2
2015-04-01,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,2015,4,Wednesday,48.47,0,3
2015-04-02,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,2015,4,Thursday,60.46,1,4
2015-04-03,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,2015,4,Friday,61.85,1,5
2015-04-04,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,2015,4,Saturday,76.0,1,6
2015-04-05,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,2015,4,Sunday,49.45,0,0
2015-04-06,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,2015,4,Monday,57.86,0,1
2015-04-07,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,2015,4,Tuesday,58.36,0,2
2015-04-08,4.0,2.33,3.0,18.0,11.0,0.0,10.0,4.0,2015,4,Wednesday,52.33,0,3
2015-04-09,1.33,6.0,8.0,22.2,8.0,0.0,6.0,1.0,2015,4,Thursday,52.53,0,4
2015-04-10,9.84,6.505,4.0,65.6,5.0,2.0,8.0,5.0,2015,4,Friday,105.945,1,5
2015-04-11,11.68,3.0,3.4,26.0,9.0,0.0,5.0,6.0,2015,4,Saturday,64.08,1,6
2015-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,4,Sunday,0.0,0,0
2015-04-13,6.67,1.34,7.0,25.2,5.0,0.0,3.0,7.0,2015,4,Monday,55.21,0,1
2015-04-14,4.66,6.01,7.0,41.8,5.0,0.0,5.0,2.0,2015,4,Tuesday,71.47,1,2
2015-04-15,2.0,2.33,3.0,29.25,15.0,0.0,0.0,2.0,2015,4,Wednesday,53.58,0,3
2015-04-16,2.34,1.0,7.2,30.6,7.0,0.0,9.0,4.0,2015,4,Thursday,61.14,1,4
2015-04-17,9.33,3.66,3.0,29.65,6.0,0.0,1.0,5.0,2015,4,Friday,57.64,0,5
2015-04-18,7.33,3.0,1.0,31.3,1.0,0.0,1.0,4.0,2015,4,Saturday,48.63,0,6
2015-04-19,9.32,5.528,3.8,36.5,3.0,0.0,0.0,2.0,2015,4,Sunday,60.148,1,0
2015-04-20,3.0,5.043,3.7,38.0,13.0,0.0,1.0,3.0,2015,4,Monday,66.743,1,1
2015-04-21,6.33,1.0,2.0,35.2,9.0,0.0,0.0,6.0,2015,4,Tuesday,59.53,1,2
2015-04-22,1.33,4.627,3.2,32.0,3.0,0.0,1.0,2.0,2015,4,Wednesday,47.157,0,3
2015-04-23,4.0,1.0,1.0,28.2,8.0,0.0,1.0,4.0,2015,4,Thursday,47.2,0,4
2015-04-24,10.0,1.0,4.0,30.0,5.0,0.0,1.0,5.0,2015,4,Friday,56.0,0,5
2015-04-25,5.0,3.165,8.0,38.1,3.0,0.0,1.0,3.0,2015,4,Saturday,61.265,1,6
2015-04-26,7.0,6.0,3.0,37.6,5.0,0.0,1.0,1.0,2015,4,Sunday,60.6,1,0
2015-04-27,3.0,0.78,4.0,43.0,10.0,0.0,0.0,10.0,2015,4,Monday,70.78,1,1
2015-04-28,4.33,4.67,3.1,15.2,7.0,0.0,5.0,6.0,2015,4,Tuesday,45.3,0,2
2015-04-29,2.0,0.43,4.2,27.6,2.0,0.0,11.0,3.0,2015,4,Wednesday,50.23,0,3
2015-04-30,3.0,8.727,2.6,32.6,7.0,0.0,3.0,7.0,2015,4,Thursday,63.927,1,4
